Frame, Keypoints, Bounding Boxes, Confidence Scores, Classes
94, N/A, [842.0, 207.0, 1090.0, 437.0], 0.7496511340141296, 0.0
94, N/A, [1029.0, 227.0, 1156.0, 431.0], 0.6675270199775696, 0.0
95, N/A, [411.0, 7.0, 1042.0, 712.0], 0.9338149428367615, 0.0
95, N/A, [843.0, 206.0, 1081.0, 428.0], 0.7484122514724731, 0.0
95, N/A, [1027.0, 228.0, 1156.0, 430.0], 0.7405038475990295, 0.0
96, N/A, [410.0, 6.0, 1042.0, 712.0], 0.9344528913497925, 0.0
96, N/A, [1036.0, 228.0, 1156.0, 429.0], 0.7369970083236694, 0.0
96, N/A, [840.0, 204.0, 1073.0, 429.0], 0.6696509718894958, 0.0
97, N/A, [410.0, 6.0, 1041.0, 712.0], 0.9346433281898499, 0.0
97, N/A, [836.0, 206.0, 1066.0, 430.0], 0.6553679704666138, 0.0
97, N/A, [1035.0, 230.0, 1155.0, 430.0], 0.5854460597038269, 0.0
98, N/A, [411.0, 5.0, 1042.0, 712.0], 0.9343937039375305, 0.0
98, N/A, [1031.0, 231.0, 1155.0, 429.0], 0.7576631307601929, 0.0
98, N/A, [843.0, 203.0, 1070.0, 429.0], 0.5816246271133423, 0.0
99, N/A, [411.0, 6.0, 1043.0, 713.0], 0.9330880641937256, 0.0
99, N/A, [847.0, 201.0, 1080.0, 428.0], 0.6722362637519836, 0.0
99, N/A, [1034.0, 229.0, 1155.0, 428.0], 0.650476336479187, 0.0
100, N/A, [411.0, 6.0, 1043.0, 712.0], 0.9355612397193909, 0.0
100, N/A, [842.0, 203.0, 1016.0, 429.0], 0.5378915667533875, 0.0
101, N/A, [411.0, 5.0, 1042.0, 712.0], 0.9366950392723083, 0.0
101, N/A, [842.0, 206.0, 1019.0, 430.0], 0.589387059211731, 0.0
102, N/A, [411.0, 5.0, 1040.0, 712.0], 0.9363270401954651, 0.0
102, N/A, [839.0, 206.0, 1020.0, 430.0], 0.6961355209350586, 0.0
102, N/A, [1033.0, 235.0, 1154.0, 431.0], 0.6832176446914673, 0.0
103, N/A, [410.0, 5.0, 1043.0, 712.0], 0.9358869194984436, 0.0
103, N/A, [1038.0, 235.0, 1154.0, 427.0], 0.6895449161529541, 0.0
103, N/A, [851.0, 204.0, 1035.0, 427.0], 0.583774209022522, 0.0
104, N/A, [409.0, 5.0, 1043.0, 712.0], 0.9368534088134766, 0.0
104, N/A, [1035.0, 235.0, 1155.0, 427.0], 0.7402788996696472, 0.0
104, N/A, [849.0, 203.0, 1090.0, 431.0], 0.5770686268806458, 0.0
105, N/A, [404.0, 5.0, 1044.0, 713.0], 0.9363309741020203, 0.0
105, N/A, [842.0, 206.0, 1094.0, 431.0], 0.7306391000747681, 0.0
105, N/A, [1036.0, 236.0, 1155.0, 430.0], 0.7158096432685852, 0.0
106, N/A, [398.0, 6.0, 1045.0, 713.0], 0.9366158843040466, 0.0
106, N/A, [844.0, 209.0, 1102.0, 437.0], 0.7592463493347168, 0.0
106, N/A, [1038.0, 239.0, 1155.0, 430.0], 0.7011018991470337, 0.0
107, N/A, [388.0, 6.0, 1044.0, 713.0], 0.9386720657348633, 0.0
107, N/A, [826.0, 207.0, 1111.0, 430.0], 0.7145325541496277, 0.0
108, N/A, [376.0, 6.0, 1042.0, 713.0], 0.9402536153793335, 0.0
108, N/A, [840.0, 204.0, 1062.0, 425.0], 0.6059666275978088, 0.0
109, N/A, [359.0, 7.0, 1044.0, 713.0], 0.938511073589325, 0.0
109, N/A, [835.0, 204.0, 1100.0, 430.0], 0.558832049369812, 0.0
110, N/A, [347.0, 6.0, 1045.0, 712.0], 0.9372206926345825, 0.0
110, N/A, [838.0, 208.0, 1029.0, 434.0], 0.5796511173248291, 0.0
111, N/A, [334.0, 5.0, 1047.0, 712.0], 0.9404105544090271, 0.0
111, N/A, [835.0, 208.0, 1101.0, 432.0], 0.5637619495391846, 0.0
111, N/A, [1046.0, 240.0, 1157.0, 434.0], 0.5490598082542419, 0.0
112, N/A, [322.0, 3.0, 1047.0, 711.0], 0.9413501024246216, 0.0
112, N/A, [827.0, 205.0, 1017.0, 431.0], 0.7147377133369446, 0.0
113, N/A, [313.0, 2.0, 1046.0, 710.0], 0.9430831074714661, 0.0
113, N/A, [981.0, 239.0, 1158.0, 430.0], 0.6996326446533203, 0.0
113, N/A, [818.0, 204.0, 1018.0, 430.0], 0.6214689016342163, 0.0
114, N/A, [303.0, 2.0, 1044.0, 711.0], 0.9438023567199707, 0.0
114, N/A, [831.0, 205.0, 1015.0, 433.0], 0.7123454213142395, 0.0
114, N/A, [981.0, 239.0, 1158.0, 430.0], 0.6411948800086975, 0.0
114, N/A, [1130.0, 12.0, 1280.0, 708.0], 0.6016229391098022, 0.0
115, N/A, [293.0, 2.0, 1047.0, 711.0], 0.9454718232154846, 0.0
115, N/A, [829.0, 207.0, 1013.0, 432.0], 0.7287166118621826, 0.0
115, N/A, [1130.0, 10.0, 1280.0, 708.0], 0.6060907244682312, 0.0
116, N/A, [238.0, 3.0, 1048.0, 711.0], 0.9426802396774292, 0.0
116, N/A, [832.0, 206.0, 1014.0, 429.0], 0.7272615432739258, 0.0
116, N/A, [980.0, 239.0, 1158.0, 430.0], 0.606899082660675, 0.0
116, N/A, [1131.0, 7.0, 1280.0, 709.0], 0.5601215362548828, 0.0
117, N/A, [189.0, 3.0, 1042.0, 711.0], 0.9361934661865234, 0.0
117, N/A, [821.0, 203.0, 1012.0, 425.0], 0.709172785282135, 0.0
117, N/A, [1046.0, 239.0, 1160.0, 428.0], 0.5946850180625916, 0.0
117, N/A, [1130.0, 6.0, 1280.0, 708.0], 0.5009175539016724, 0.0
118, N/A, [144.0, 4.0, 1042.0, 710.0], 0.932660698890686, 0.0
118, N/A, [818.0, 205.0, 1012.0, 426.0], 0.7363774180412292, 0.0
118, N/A, [1129.0, 7.0, 1280.0, 708.0], 0.5088599920272827, 0.0
118, N/A, [1041.0, 239.0, 1159.0, 429.0], 0.5019083023071289, 0.0
119, N/A, [110.0, 3.0, 1040.0, 711.0], 0.9246518611907959, 0.0
119, N/A, [807.0, 207.0, 1011.0, 424.0], 0.7647374272346497, 0.0
120, N/A, [68.0, 3.0, 1046.0, 712.0], 0.9119427800178528, 0.0
120, N/A, [807.0, 208.0, 1012.0, 420.0], 0.7976673245429993, 0.0
121, N/A, [47.0, 4.0, 1041.0, 712.0], 0.9166627526283264, 0.0
121, N/A, [827.0, 206.0, 1012.0, 422.0], 0.7335778474807739, 0.0
121, N/A, [1044.0, 239.0, 1160.0, 430.0], 0.5498979091644287, 0.0
122, N/A, [26.0, 4.0, 1054.0, 713.0], 0.9037051796913147, 0.0
122, N/A, [842.0, 207.0, 1012.0, 418.0], 0.8236093521118164, 0.0
122, N/A, [1042.0, 238.0, 1161.0, 431.0], 0.7074030637741089, 0.0
123, N/A, [20.0, 3.0, 1048.0, 711.0], 0.9148211479187012, 0.0
123, N/A, [825.0, 208.0, 1013.0, 421.0], 0.8262892961502075, 0.0
123, N/A, [1043.0, 239.0, 1161.0, 432.0], 0.710888147354126, 0.0
124, N/A, [16.0, 3.0, 1039.0, 712.0], 0.9029433131217957, 0.0
124, N/A, [822.0, 209.0, 1011.0, 423.0], 0.8412708640098572, 0.0
124, N/A, [1021.0, 241.0, 1160.0, 432.0], 0.6047740578651428, 0.0
125, N/A, [12.0, 4.0, 1040.0, 712.0], 0.9004793167114258, 0.0
125, N/A, [810.0, 206.0, 1010.0, 419.0], 0.8465539216995239, 0.0
125, N/A, [1019.0, 239.0, 1160.0, 429.0], 0.5689016580581665, 0.0
126, N/A, [15.0, 4.0, 1029.0, 713.0], 0.8942682147026062, 0.0
126, N/A, [812.0, 205.0, 1010.0, 423.0], 0.8627550005912781, 0.0
126, N/A, [1032.0, 238.0, 1159.0, 428.0], 0.5813003182411194, 0.0
127, N/A, [19.0, 3.0, 1030.0, 712.0], 0.8942467570304871, 0.0
127, N/A, [811.0, 207.0, 1009.0, 421.0], 0.8516251444816589, 0.0
127, N/A, [1038.0, 238.0, 1160.0, 430.0], 0.6492260098457336, 0.0
128, N/A, [17.0, 3.0, 1029.0, 712.0], 0.9007871150970459, 0.0
128, N/A, [808.0, 209.0, 1017.0, 420.0], 0.8158919215202332, 0.0
128, N/A, [1036.0, 238.0, 1160.0, 431.0], 0.5565012693405151, 0.0
129, N/A, [20.0, 4.0, 1017.0, 712.0], 0.9052780866622925, 0.0
129, N/A, [808.0, 208.0, 1019.0, 425.0], 0.8401308059692383, 0.0
129, N/A, [1034.0, 237.0, 1161.0, 429.0], 0.5217114090919495, 0.0
130, N/A, [19.0, 4.0, 1016.0, 711.0], 0.9085097908973694, 0.0
130, N/A, [805.0, 206.0, 1010.0, 426.0], 0.8536845445632935, 0.0
130, N/A, [1033.0, 235.0, 1161.0, 427.0], 0.6043769121170044, 0.0
131, N/A, [17.0, 2.0, 1016.0, 713.0], 0.9117914438247681, 0.0
131, N/A, [804.0, 207.0, 1010.0, 425.0], 0.8588127493858337, 0.0
131, N/A, [1032.0, 234.0, 1163.0, 428.0], 0.7022509574890137, 0.0
132, N/A, [19.0, 3.0, 1014.0, 713.0], 0.9174408912658691, 0.0
132, N/A, [800.0, 209.0, 1010.0, 425.0], 0.8482028841972351, 0.0
132, N/A, [1027.0, 233.0, 1165.0, 428.0], 0.5944050550460815, 0.0
133, N/A, [18.0, 3.0, 1008.0, 713.0], 0.9169687628746033, 0.0
133, N/A, [800.0, 209.0, 1012.0, 428.0], 0.8483176827430725, 0.0
133, N/A, [1020.0, 233.0, 1172.0, 427.0], 0.6265518069267273, 0.0
134, N/A, [12.0, 3.0, 999.0, 713.0], 0.9158046245574951, 0.0
134, N/A, [803.0, 209.0, 1010.0, 425.0], 0.8580986261367798, 0.0
135, N/A, [11.0, 3.0, 1000.0, 713.0], 0.9174575805664062, 0.0
135, N/A, [802.0, 210.0, 1010.0, 424.0], 0.8470262885093689, 0.0
135, N/A, [1006.0, 233.0, 1176.0, 433.0], 0.5386310815811157, 0.0
136, N/A, [12.0, 4.0, 1000.0, 713.0], 0.9172654151916504, 0.0
136, N/A, [802.0, 209.0, 1010.0, 425.0], 0.870999813079834, 0.0
136, N/A, [1005.0, 233.0, 1179.0, 430.0], 0.7254868149757385, 0.0
137, N/A, [11.0, 4.0, 999.0, 714.0], 0.9166181683540344, 0.0
137, N/A, [803.0, 208.0, 1012.0, 427.0], 0.8599653840065002, 0.0
137, N/A, [1005.0, 229.0, 1181.0, 429.0], 0.7547425031661987, 0.0
138, N/A, [5.0, 4.0, 1004.0, 713.0], 0.9174210429191589, 0.0
138, N/A, [803.0, 207.0, 1010.0, 426.0], 0.8585112690925598, 0.0
138, N/A, [1004.0, 229.0, 1181.0, 428.0], 0.6897321939468384, 0.0
139, N/A, [6.0, 4.0, 1002.0, 713.0], 0.9196273684501648, 0.0
139, N/A, [803.0, 210.0, 1010.0, 427.0], 0.8620436787605286, 0.0
140, N/A, [6.0, 5.0, 1003.0, 713.0], 0.9158545136451721, 0.0
140, N/A, [804.0, 207.0, 1010.0, 424.0], 0.8780074715614319, 0.0
141, N/A, [8.0, 5.0, 998.0, 713.0], 0.9160110950469971, 0.0
141, N/A, [803.0, 206.0, 1011.0, 427.0], 0.8757193088531494, 0.0
142, N/A, [10.0, 5.0, 1004.0, 713.0], 0.9175942540168762, 0.0
142, N/A, [799.0, 207.0, 1012.0, 425.0], 0.8663575053215027, 0.0
142, N/A, [1024.0, 232.0, 1186.0, 422.0], 0.5453857183456421, 0.0
143, N/A, [8.0, 4.0, 1004.0, 713.0], 0.910008430480957, 0.0
143, N/A, [797.0, 207.0, 1012.0, 425.0], 0.8808234930038452, 0.0
143, N/A, [1028.0, 232.0, 1186.0, 423.0], 0.616465151309967, 0.0
144, N/A, [7.0, 3.0, 1008.0, 712.0], 0.908839762210846, 0.0
144, N/A, [800.0, 203.0, 1012.0, 425.0], 0.8765931129455566, 0.0
145, N/A, [0.0, 3.0, 1012.0, 712.0], 0.9133808016777039, 0.0
145, N/A, [798.0, 205.0, 1012.0, 423.0], 0.8861868977546692, 0.0
145, N/A, [1010.0, 227.0, 1190.0, 427.0], 0.6375547647476196, 0.0
146, N/A, [0.0, 3.0, 1006.0, 712.0], 0.9105809926986694, 0.0
146, N/A, [796.0, 210.0, 1012.0, 425.0], 0.8644919395446777, 0.0
146, N/A, [992.0, 237.0, 1188.0, 430.0], 0.7035186886787415, 0.0
147, N/A, [11.0, 4.0, 1014.0, 713.0], 0.91041100025177, 0.0
147, N/A, [793.0, 208.0, 1012.0, 425.0], 0.8776080012321472, 0.0
147, N/A, [993.0, 235.0, 1188.0, 428.0], 0.7651839256286621, 0.0
148, N/A, [9.0, 2.0, 1009.0, 712.0], 0.9134412407875061, 0.0
148, N/A, [798.0, 204.0, 1011.0, 426.0], 0.8743847012519836, 0.0
148, N/A, [994.0, 229.0, 1190.0, 422.0], 0.7657674551010132, 0.0
149, N/A, [7.0, 3.0, 1010.0, 712.0], 0.9167309403419495, 0.0
149, N/A, [795.0, 205.0, 1012.0, 427.0], 0.8573898673057556, 0.0
149, N/A, [1000.0, 230.0, 1190.0, 426.0], 0.798637330532074, 0.0
150, N/A, [5.0, 3.0, 1008.0, 713.0], 0.9168470501899719, 0.0
150, N/A, [794.0, 208.0, 1012.0, 423.0], 0.8420735001564026, 0.0
150, N/A, [1000.0, 231.0, 1191.0, 428.0], 0.8094478249549866, 0.0
151, N/A, [6.0, 3.0, 1008.0, 712.0], 0.9145910143852234, 0.0
151, N/A, [794.0, 207.0, 1010.0, 424.0], 0.8650374412536621, 0.0
151, N/A, [1001.0, 232.0, 1190.0, 425.0], 0.8118301630020142, 0.0
152, N/A, [8.0, 4.0, 1007.0, 712.0], 0.9127231240272522, 0.0
152, N/A, [796.0, 204.0, 1013.0, 426.0], 0.8725727200508118, 0.0
152, N/A, [1005.0, 231.0, 1188.0, 422.0], 0.7774913907051086, 0.0
153, N/A, [7.0, 3.0, 1005.0, 712.0], 0.9145042896270752, 0.0
153, N/A, [797.0, 203.0, 1013.0, 426.0], 0.8766487240791321, 0.0
153, N/A, [1008.0, 229.0, 1189.0, 423.0], 0.7714970111846924, 0.0
154, N/A, [8.0, 4.0, 1001.0, 712.0], 0.912872314453125, 0.0
154, N/A, [792.0, 206.0, 1012.0, 424.0], 0.8602410554885864, 0.0
154, N/A, [1004.0, 231.0, 1188.0, 428.0], 0.7625964283943176, 0.0
155, N/A, [0.0, 4.0, 1010.0, 713.0], 0.9131860136985779, 0.0
155, N/A, [794.0, 208.0, 1012.0, 426.0], 0.8585993051528931, 0.0
155, N/A, [1003.0, 234.0, 1188.0, 427.0], 0.78940749168396, 0.0
156, N/A, [7.0, 4.0, 1006.0, 712.0], 0.9122415781021118, 0.0
156, N/A, [795.0, 205.0, 1013.0, 426.0], 0.8712232708930969, 0.0
156, N/A, [1001.0, 232.0, 1187.0, 423.0], 0.7663660049438477, 0.0
157, N/A, [8.0, 3.0, 1007.0, 712.0], 0.9112020134925842, 0.0
157, N/A, [798.0, 202.0, 1014.0, 426.0], 0.8609682321548462, 0.0
157, N/A, [997.0, 230.0, 1187.0, 421.0], 0.7368528842926025, 0.0
158, N/A, [7.0, 4.0, 1008.0, 712.0], 0.9135798215866089, 0.0
158, N/A, [793.0, 204.0, 1013.0, 427.0], 0.8763099908828735, 0.0
158, N/A, [993.0, 230.0, 1187.0, 425.0], 0.7525078654289246, 0.0
159, N/A, [7.0, 4.0, 1004.0, 712.0], 0.9106611609458923, 0.0
159, N/A, [793.0, 207.0, 1011.0, 428.0], 0.8575908541679382, 0.0
159, N/A, [993.0, 230.0, 1188.0, 427.0], 0.8006333112716675, 0.0
160, N/A, [0.0, 4.0, 1012.0, 714.0], 0.9126501083374023, 0.0
160, N/A, [792.0, 207.0, 1011.0, 427.0], 0.8537686467170715, 0.0
160, N/A, [995.0, 232.0, 1188.0, 426.0], 0.7980659604072571, 0.0
161, N/A, [0.0, 3.0, 1018.0, 714.0], 0.9120845794677734, 0.0
161, N/A, [792.0, 207.0, 1014.0, 428.0], 0.8665642738342285, 0.0
161, N/A, [997.0, 232.0, 1187.0, 419.0], 0.7361935973167419, 0.0
162, N/A, [0.0, 3.0, 1012.0, 713.0], 0.9161428809165955, 0.0
162, N/A, [796.0, 203.0, 1007.0, 419.0], 0.8297319412231445, 0.0
162, N/A, [990.0, 228.0, 1189.0, 418.0], 0.741661787033081, 0.0
163, N/A, [0.0, 3.0, 1002.0, 713.0], 0.9199764132499695, 0.0
163, N/A, [793.0, 204.0, 1013.0, 425.0], 0.8562505841255188, 0.0
163, N/A, [989.0, 228.0, 1189.0, 421.0], 0.7330760955810547, 0.0
164, N/A, [0.0, 5.0, 1000.0, 713.0], 0.9190234541893005, 0.0
164, N/A, [792.0, 210.0, 1012.0, 428.0], 0.8624389171600342, 0.0
164, N/A, [992.0, 236.0, 1190.0, 428.0], 0.8083353042602539, 0.0
165, N/A, [8.0, 5.0, 998.0, 712.0], 0.9151735305786133, 0.0
165, N/A, [789.0, 209.0, 1012.0, 427.0], 0.8711079955101013, 0.0
165, N/A, [994.0, 237.0, 1190.0, 425.0], 0.8117440938949585, 0.0
166, N/A, [8.0, 4.0, 999.0, 712.0], 0.915215015411377, 0.0
166, N/A, [792.0, 203.0, 1013.0, 427.0], 0.8733310699462891, 0.0
166, N/A, [997.0, 231.0, 1188.0, 418.0], 0.7767462134361267, 0.0
167, N/A, [6.0, 4.0, 1002.0, 712.0], 0.9138205647468567, 0.0
167, N/A, [795.0, 200.0, 1012.0, 426.0], 0.864486575126648, 0.0
167, N/A, [995.0, 229.0, 1188.0, 416.0], 0.7549029588699341, 0.0
168, N/A, [6.0, 5.0, 1000.0, 712.0], 0.9144971370697021, 0.0
168, N/A, [790.0, 204.0, 1010.0, 427.0], 0.8400552868843079, 0.0
168, N/A, [993.0, 230.0, 1189.0, 423.0], 0.7674700021743774, 0.0
169, N/A, [7.0, 6.0, 1006.0, 712.0], 0.9143383502960205, 0.0
169, N/A, [788.0, 208.0, 1011.0, 432.0], 0.8416525721549988, 0.0
169, N/A, [993.0, 236.0, 1185.0, 420.0], 0.7688775658607483, 0.0
170, N/A, [7.0, 5.0, 999.0, 712.0], 0.9137877225875854, 0.0
170, N/A, [792.0, 202.0, 1007.0, 425.0], 0.8563862442970276, 0.0
170, N/A, [994.0, 235.0, 1184.0, 419.0], 0.7541103959083557, 0.0
171, N/A, [6.0, 5.0, 997.0, 712.0], 0.9174385070800781, 0.0
171, N/A, [790.0, 196.0, 1010.0, 426.0], 0.8460041880607605, 0.0
171, N/A, [993.0, 226.0, 1183.0, 415.0], 0.7367569804191589, 0.0
172, N/A, [8.0, 5.0, 997.0, 712.0], 0.9136056303977966, 0.0
172, N/A, [791.0, 197.0, 1008.0, 425.0], 0.8433247804641724, 0.0
172, N/A, [993.0, 227.0, 1182.0, 414.0], 0.7666835784912109, 0.0
173, N/A, [6.0, 5.0, 997.0, 713.0], 0.9121361374855042, 0.0
173, N/A, [791.0, 203.0, 1006.0, 433.0], 0.8382584452629089, 0.0
173, N/A, [994.0, 235.0, 1179.0, 412.0], 0.8291029334068298, 0.0
174, N/A, [6.0, 5.0, 1000.0, 712.0], 0.9119186997413635, 0.0
174, N/A, [792.0, 197.0, 1005.0, 422.0], 0.8599473834037781, 0.0
174, N/A, [994.0, 230.0, 1178.0, 415.0], 0.8417655825614929, 0.0
175, N/A, [6.0, 5.0, 999.0, 712.0], 0.9134327173233032, 0.0
175, N/A, [791.0, 193.0, 1007.0, 424.0], 0.8563107252120972, 0.0
175, N/A, [996.0, 228.0, 1177.0, 418.0], 0.8530709743499756, 0.0
176, N/A, [0.0, 7.0, 1001.0, 713.0], 0.9171109199523926, 0.0
176, N/A, [791.0, 201.0, 1005.0, 430.0], 0.8424564599990845, 0.0
176, N/A, [998.0, 233.0, 1176.0, 431.0], 0.8379148840904236, 0.0
177, N/A, [8.0, 7.0, 995.0, 712.0], 0.9150638580322266, 0.0
177, N/A, [786.0, 202.0, 1004.0, 428.0], 0.8320164084434509, 0.0
177, N/A, [998.0, 234.0, 1175.0, 426.0], 0.8238369822502136, 0.0
178, N/A, [0.0, 6.0, 1001.0, 713.0], 0.9210636019706726, 0.0
178, N/A, [787.0, 192.0, 1004.0, 422.0], 0.8397253751754761, 0.0
178, N/A, [1001.0, 226.0, 1175.0, 421.0], 0.8385193347930908, 0.0
179, N/A, [0.0, 5.0, 1005.0, 712.0], 0.9173427820205688, 0.0
179, N/A, [786.0, 191.0, 1005.0, 425.0], 0.8461678624153137, 0.0
179, N/A, [1001.0, 226.0, 1175.0, 421.0], 0.8377098441123962, 0.0
180, N/A, [0.0, 6.0, 999.0, 713.0], 0.9175567030906677, 0.0
180, N/A, [787.0, 198.0, 1005.0, 432.0], 0.8445184230804443, 0.0
180, N/A, [1003.0, 232.0, 1176.0, 427.0], 0.7571600079536438, 0.0
181, N/A, [6.0, 6.0, 996.0, 712.0], 0.9106599688529968, 0.0
181, N/A, [790.0, 194.0, 1004.0, 428.0], 0.8567867279052734, 0.0
181, N/A, [1002.0, 232.0, 1174.0, 427.0], 0.8206853866577148, 0.0
182, N/A, [0.0, 5.0, 1022.0, 714.0], 0.9115825891494751, 0.0
182, N/A, [789.0, 187.0, 1006.0, 425.0], 0.8588042855262756, 0.0
182, N/A, [1002.0, 226.0, 1175.0, 421.0], 0.8169863820075989, 0.0
183, N/A, [0.0, 4.0, 1006.0, 713.0], 0.9184892177581787, 0.0
183, N/A, [788.0, 187.0, 1006.0, 427.0], 0.8537654280662537, 0.0
183, N/A, [1001.0, 224.0, 1177.0, 421.0], 0.8318405747413635, 0.0
184, N/A, [10.0, 4.0, 1001.0, 714.0], 0.9190287590026855, 0.0
184, N/A, [791.0, 190.0, 1005.0, 427.0], 0.8498156070709229, 0.0
184, N/A, [1002.0, 227.0, 1175.0, 422.0], 0.8161487579345703, 0.0
185, N/A, [12.0, 3.0, 1015.0, 714.0], 0.9102175831794739, 0.0
185, N/A, [792.0, 189.0, 1005.0, 424.0], 0.8404499292373657, 0.0
185, N/A, [1002.0, 227.0, 1175.0, 420.0], 0.832131028175354, 0.0
186, N/A, [17.0, 3.0, 1021.0, 712.0], 0.9141970276832581, 0.0
186, N/A, [797.0, 188.0, 1005.0, 422.0], 0.8385547995567322, 0.0
186, N/A, [999.0, 224.0, 1179.0, 422.0], 0.8376816511154175, 0.0
187, N/A, [21.0, 3.0, 1027.0, 713.0], 0.9007481336593628, 0.0
187, N/A, [801.0, 190.0, 1005.0, 419.0], 0.8568854928016663, 0.0
187, N/A, [999.0, 226.0, 1179.0, 429.0], 0.8509989976882935, 0.0
188, N/A, [34.0, 4.0, 1041.0, 713.0], 0.9085450172424316, 0.0
188, N/A, [810.0, 192.0, 1006.0, 419.0], 0.852222204208374, 0.0
188, N/A, [999.0, 229.0, 1177.0, 426.0], 0.8414169549942017, 0.0
189, N/A, [83.0, 5.0, 1040.0, 712.0], 0.9041441679000854, 0.0
189, N/A, [998.0, 222.0, 1178.0, 424.0], 0.8519518971443176, 0.0
189, N/A, [831.0, 188.0, 1004.0, 416.0], 0.7650884985923767, 0.0
190, N/A, [73.0, 5.0, 1044.0, 712.0], 0.9014065265655518, 0.0
190, N/A, [998.0, 218.0, 1179.0, 417.0], 0.8237829208374023, 0.0
190, N/A, [849.0, 185.0, 1007.0, 417.0], 0.7694273591041565, 0.0
191, N/A, [45.0, 4.0, 1048.0, 711.0], 0.9230989217758179, 0.0
191, N/A, [997.0, 227.0, 1179.0, 430.0], 0.8372561931610107, 0.0
191, N/A, [857.0, 193.0, 1005.0, 419.0], 0.7990555167198181, 0.0
191, N/A, [1139.0, 26.0, 1280.0, 708.0], 0.5017712116241455, 0.0
192, N/A, [55.0, 4.0, 1050.0, 712.0], 0.9234296083450317, 0.0
192, N/A, [997.0, 230.0, 1180.0, 428.0], 0.8282414078712463, 0.0
192, N/A, [862.0, 200.0, 1008.0, 423.0], 0.8211826086044312, 0.0
193, N/A, [70.0, 3.0, 1055.0, 710.0], 0.9181180000305176, 0.0
193, N/A, [995.0, 225.0, 1179.0, 420.0], 0.8403179049491882, 0.0
193, N/A, [864.0, 193.0, 1006.0, 417.0], 0.8052331209182739, 0.0
193, N/A, [1142.0, 22.0, 1280.0, 703.0], 0.5543323755264282, 0.0
194, N/A, [114.0, 3.0, 1068.0, 711.0], 0.9191015958786011, 0.0
194, N/A, [994.0, 215.0, 1180.0, 410.0], 0.8160912990570068, 0.0
194, N/A, [867.0, 183.0, 1005.0, 412.0], 0.7888911962509155, 0.0
194, N/A, [1143.0, 12.0, 1280.0, 701.0], 0.5575577020645142, 0.0
195, N/A, [155.0, 4.0, 1068.0, 711.0], 0.940960705280304, 0.0
195, N/A, [994.0, 215.0, 1181.0, 424.0], 0.8453735709190369, 0.0
195, N/A, [870.0, 188.0, 1008.0, 416.0], 0.8207565546035767, 0.0
195, N/A, [1145.0, 18.0, 1280.0, 707.0], 0.6297620534896851, 0.0
196, N/A, [197.0, 4.0, 1075.0, 712.0], 0.9385864734649658, 0.0
196, N/A, [994.0, 232.0, 1180.0, 432.0], 0.8166719675064087, 0.0
196, N/A, [868.0, 202.0, 1006.0, 427.0], 0.780458927154541, 0.0
196, N/A, [1139.0, 23.0, 1280.0, 707.0], 0.5821906328201294, 0.0
197, N/A, [239.0, 5.0, 1091.0, 713.0], 0.9393405318260193, 0.0
197, N/A, [996.0, 231.0, 1178.0, 427.0], 0.8413112163543701, 0.0
197, N/A, [870.0, 199.0, 1008.0, 431.0], 0.7056815028190613, 0.0
197, N/A, [1142.0, 27.0, 1280.0, 708.0], 0.6387733221054077, 0.0
198, N/A, [270.0, 6.0, 1093.0, 711.0], 0.927239716053009, 0.0
198, N/A, [996.0, 216.0, 1179.0, 417.0], 0.8361515998840332, 0.0
198, N/A, [1138.0, 22.0, 1280.0, 705.0], 0.5071902275085449, 0.0
199, N/A, [294.0, 5.0, 1097.0, 711.0], 0.9369492530822754, 0.0
199, N/A, [995.0, 217.0, 1180.0, 427.0], 0.6685889363288879, 0.0
199, N/A, [1138.0, 26.0, 1280.0, 707.0], 0.5163723230361938, 0.0
200, N/A, [313.0, 6.0, 1099.0, 712.0], 0.9462113976478577, 0.0
200, N/A, [997.0, 230.0, 1177.0, 436.0], 0.8031525015830994, 0.0
200, N/A, [1137.0, 52.0, 1280.0, 706.0], 0.5103853344917297, 0.0
201, N/A, [326.0, 5.0, 1108.0, 714.0], 0.944182813167572, 0.0
201, N/A, [997.0, 229.0, 1176.0, 434.0], 0.7271113395690918, 0.0
201, N/A, [1136.0, 30.0, 1280.0, 706.0], 0.5292657613754272, 0.0
202, N/A, [336.0, 5.0, 1122.0, 713.0], 0.9447481632232666, 0.0
202, N/A, [1007.0, 216.0, 1184.0, 694.0], 0.6591463685035706, 0.0
202, N/A, [1141.0, 30.0, 1280.0, 706.0], 0.6161893010139465, 0.0
203, N/A, [354.0, 5.0, 1121.0, 713.0], 0.9387266635894775, 0.0
203, N/A, [1020.0, 216.0, 1177.0, 431.0], 0.7402389049530029, 0.0
203, N/A, [1143.0, 21.0, 1280.0, 710.0], 0.64406818151474, 0.0
204, N/A, [375.0, 6.0, 1129.0, 714.0], 0.9457637071609497, 0.0
204, N/A, [1011.0, 224.0, 1177.0, 435.0], 0.794029951095581, 0.0
204, N/A, [1143.0, 14.0, 1280.0, 713.0], 0.5707868933677673, 0.0
205, N/A, [390.0, 5.0, 1133.0, 711.0], 0.9399063587188721, 0.0
205, N/A, [1025.0, 224.0, 1176.0, 431.0], 0.7366759181022644, 0.0
205, N/A, [1144.0, 12.0, 1280.0, 707.0], 0.531075656414032, 0.0
