Frame, Keypoints, Bounding Boxes, Confidence Scores, Classes
4, [[[0.0, 0.0], [0.0, 0.0], [0.0, 0.0], [0.0, 0.0], [0.0, 0.0], [0.0, 0.0], [1233.741943359375, 308.475341796875], [0.0, 0.0], [1232.36181640625, 665.4388427734375], [0.0, 0.0], [0.0, 0.0], [0.0, 0.0], [0.0, 0.0], [0.0, 0.0], [0.0, 0.0], [0.0, 0.0], [0.0, 0.0]]], [1166.0, 12.0, 1280.0, 711.0], 0.7619919776916504, 0.0
4, [[[951.6942749023438, 285.87945556640625], [953.807373046875, 273.73828125], [936.7198486328125, 273.79730224609375], [0.0, 0.0], [895.4269409179688, 282.51025390625], [962.347900390625, 353.8395080566406], [868.6815795898438, 357.8174743652344], [0.0, 0.0], [0.0, 0.0], [0.0, 0.0], [0.0, 0.0], [0.0, 0.0], [0.0, 0.0], [0.0, 0.0], [0.0, 0.0], [0.0, 0.0], [0.0, 0.0]]], [859.0, 211.0, 1010.0, 426.0], 0.6486034989356995, 0.0
4, [[[1078.4000244140625, 279.7490234375], [1092.3988037109375, 268.91357421875], [1068.044921875, 268.2138366699219], [1118.4080810546875, 276.6728515625], [1056.2720947265625, 274.81622314453125], [1151.8720703125, 334.45928955078125], [1032.9417724609375, 326.4156494140625], [1165.68212890625, 381.4532775878906], [0.0, 0.0], [0.0, 0.0], [0.0, 0.0], [0.0, 0.0], [0.0, 0.0], [0.0, 0.0], [0.0, 0.0], [0.0, 0.0], [0.0, 0.0]]], [976.0, 219.0, 1171.0, 361.0], 0.46599307656288147, 0.0
4, [[[1077.418212890625, 279.28753662109375], [1091.440673828125, 268.1039733886719], [1066.2210693359375, 268.1574401855469], [1118.6549072265625, 277.8376159667969], [1053.4439697265625, 277.7151794433594], [1153.7100830078125, 338.4361877441406], [1029.8956298828125, 330.34405517578125], [1169.8748779296875, 387.5546875], [987.4822387695312, 363.827392578125], [0.0, 0.0], [1048.220703125, 329.320556640625], [0.0, 0.0], [0.0, 0.0], [0.0, 0.0], [0.0, 0.0], [0.0, 0.0], [0.0, 0.0]]], [974.0, 220.0, 1170.0, 423.0], 0.37496158480644226, 0.0
5, [[[706.4649658203125, 129.29046630859375], [753.8968505859375, 90.90097045898438], [657.776611328125, 93.07742309570312], [814.724609375, 138.79953002929688], [597.5657958984375, 145.10098266601562], [941.7323608398438, 408.10406494140625], [483.3411865234375, 408.2559814453125], [0.0, 0.0], [0.0, 0.0], [0.0, 0.0], [0.0, 0.0], [0.0, 0.0], [0.0, 0.0], [0.0, 0.0], [0.0, 0.0], [0.0, 0.0], [0.0, 0.0]]], [372.0, 7.0, 1082.0, 711.0], 0.9087887406349182, 0.0
5, [[[0.0, 0.0], [0.0, 0.0], [0.0, 0.0], [0.0, 0.0], [0.0, 0.0], [0.0, 0.0], [1231.46826171875, 309.0196228027344], [0.0, 0.0], [1232.93359375, 670.966552734375], [0.0, 0.0], [0.0, 0.0], [0.0, 0.0], [0.0, 0.0], [0.0, 0.0], [0.0, 0.0], [0.0, 0.0], [0.0, 0.0]]], [1165.0, 12.0, 1280.0, 711.0], 0.7661990523338318, 0.0
5, [[[955.3372192382812, 282.6614990234375], [955.348388671875, 271.1342468261719], [940.539794921875, 271.6468200683594], [0.0, 0.0], [897.4130249023438, 280.9974365234375], [961.2322998046875, 349.0621337890625], [869.1859741210938, 354.56866455078125], [0.0, 0.0], [0.0, 0.0], [0.0, 0.0], [0.0, 0.0], [0.0, 0.0], [0.0, 0.0], [0.0, 0.0], [0.0, 0.0], [0.0, 0.0], [0.0, 0.0]]], [859.0, 209.0, 1009.0, 428.0], 0.7584980130195618, 0.0
5, [[[1076.799072265625, 280.2757568359375], [1091.51416015625, 268.3013916015625], [1066.9447021484375, 267.71337890625], [1118.4271240234375, 275.9683837890625], [0.0, 0.0], [1150.3729248046875, 339.021240234375], [1026.78759765625, 333.4486083984375], [1163.8990478515625, 416.0641174316406], [997.8220825195312, 399.69366455078125], [1111.3204345703125, 339.1416320800781], [1064.6270751953125, 322.44598388671875], [0.0, 0.0], [0.0, 0.0], [0.0, 0.0], [0.0, 0.0], [0.0, 0.0], [0.0, 0.0]]], [983.0, 220.0, 1171.0, 431.0], 0.626897394657135, 0.0
6, [[[707.4174194335938, 127.87713623046875], [753.3851318359375, 87.972412109375], [657.9697875976562, 91.138671875], [814.0294189453125, 132.87649536132812], [597.78857421875, 142.13079833984375], [942.3408203125, 405.10247802734375], [485.10479736328125, 407.20404052734375], [0.0, 0.0], [0.0, 0.0], [0.0, 0.0], [0.0, 0.0], [0.0, 0.0], [0.0, 0.0], [0.0, 0.0], [0.0, 0.0], [0.0, 0.0], [0.0, 0.0]]], [371.0, 8.0, 1083.0, 711.0], 0.908939778804779, 0.0
6, [[[0.0, 0.0], [0.0, 0.0], [0.0, 0.0], [0.0, 0.0], [0.0, 0.0], [0.0, 0.0], [1236.1099853515625, 303.3291015625], [0.0, 0.0], [1233.0645751953125, 666.732177734375], [0.0, 0.0], [0.0, 0.0], [0.0, 0.0], [0.0, 0.0], [0.0, 0.0], [0.0, 0.0], [0.0, 0.0], [0.0, 0.0]]], [1165.0, 9.0, 1280.0, 712.0], 0.7693137526512146, 0.0
6, [[[954.5337524414062, 279.9744567871094], [953.454833984375, 267.9220886230469], [939.5299072265625, 268.5854797363281], [0.0, 0.0], [896.486328125, 276.7452392578125], [954.9324951171875, 342.3753662109375], [866.0589599609375, 350.2457580566406], [0.0, 0.0], [0.0, 0.0], [0.0, 0.0], [0.0, 0.0], [0.0, 0.0], [0.0, 0.0], [0.0, 0.0], [0.0, 0.0], [0.0, 0.0], [0.0, 0.0]]], [863.0, 205.0, 1008.0, 423.0], 0.6748918890953064, 0.0
6, [[[1074.620361328125, 280.1262512207031], [1088.8753662109375, 269.18585205078125], [1066.64697265625, 267.6034240722656], [1116.943603515625, 275.614501953125], [0.0, 0.0], [1149.7164306640625, 332.3149108886719], [1026.5751953125, 322.6076354980469], [1170.2567138671875, 402.41851806640625], [987.7491455078125, 379.1467590332031], [1115.90234375, 341.55035400390625], [1050.0247802734375, 323.0840148925781], [0.0, 0.0], [0.0, 0.0], [0.0, 0.0], [0.0, 0.0], [0.0, 0.0], [0.0, 0.0]]], [980.0, 213.0, 1174.0, 428.0], 0.6456779837608337, 0.0
7, [[[707.6384887695312, 127.44351196289062], [754.2423706054688, 88.07177734375], [658.8509521484375, 89.8587646484375], [814.09375, 133.7310791015625], [598.0050048828125, 139.75436401367188], [939.17822265625, 405.9103698730469], [484.33905029296875, 407.7826843261719], [0.0, 0.0], [0.0, 0.0], [0.0, 0.0], [0.0, 0.0], [0.0, 0.0], [0.0, 0.0], [0.0, 0.0], [0.0, 0.0], [0.0, 0.0], [0.0, 0.0]]], [371.0, 8.0, 1084.0, 711.0], 0.9064687490463257, 0.0
7, [[[0.0, 0.0], [0.0, 0.0], [0.0, 0.0], [0.0, 0.0], [0.0, 0.0], [0.0, 0.0], [1236.41748046875, 304.78240966796875], [0.0, 0.0], [1232.400390625, 669.5185546875], [0.0, 0.0], [0.0, 0.0], [0.0, 0.0], [0.0, 0.0], [0.0, 0.0], [0.0, 0.0], [0.0, 0.0], [0.0, 0.0]]], [1164.0, 10.0, 1280.0, 712.0], 0.763658881187439, 0.0
7, [[[955.5517578125, 277.0853271484375], [953.6528930664062, 266.06536865234375], [940.7822265625, 266.73162841796875], [0.0, 0.0], [896.8046264648438, 277.39373779296875], [956.1810913085938, 346.2715759277344], [865.93603515625, 351.63665771484375], [0.0, 0.0], [0.0, 0.0], [0.0, 0.0], [0.0, 0.0], [0.0, 0.0], [0.0, 0.0], [0.0, 0.0], [0.0, 0.0], [0.0, 0.0], [0.0, 0.0]]], [861.0, 204.0, 1008.0, 422.0], 0.6606740951538086, 0.0
7, [[[1075.6025390625, 279.8638916015625], [1089.3953857421875, 267.1924743652344], [1064.59033203125, 267.7222900390625], [1118.008056640625, 271.7401428222656], [0.0, 0.0], [1156.2587890625, 333.26190185546875], [1030.2373046875, 326.84881591796875], [1174.9398193359375, 402.254150390625], [987.8662109375, 379.1920471191406], [1113.92626953125, 338.9515380859375], [1042.7723388671875, 317.40887451171875], [0.0, 0.0], [0.0, 0.0], [0.0, 0.0], [0.0, 0.0], [0.0, 0.0], [0.0, 0.0]]], [981.0, 213.0, 1175.0, 427.0], 0.6301575303077698, 0.0
8, [[[707.3724975585938, 129.013916015625], [753.1622924804688, 89.00299072265625], [657.7075805664062, 92.0120849609375], [812.9711303710938, 133.65872192382812], [596.906005859375, 142.69384765625], [942.8649291992188, 409.9264221191406], [482.6962890625, 411.4040832519531], [0.0, 0.0], [0.0, 0.0], [0.0, 0.0], [0.0, 0.0], [0.0, 0.0], [0.0, 0.0], [0.0, 0.0], [0.0, 0.0], [0.0, 0.0], [0.0, 0.0]]], [371.0, 8.0, 1086.0, 711.0], 0.9073414206504822, 0.0
8, [[[1073.033203125, 278.4035339355469], [1086.488525390625, 267.7784729003906], [1063.8936767578125, 267.3445129394531], [1114.022216796875, 275.2093505859375], [0.0, 0.0], [1155.57275390625, 331.12213134765625], [1026.400146484375, 322.8704833984375], [1182.996337890625, 384.35577392578125], [983.5215454101562, 356.1117248535156], [1108.9783935546875, 337.22528076171875], [1034.99169921875, 307.774169921875], [1130.109375, 463.02239990234375], [1041.551025390625, 456.9231872558594], [0.0, 0.0], [0.0, 0.0], [0.0, 0.0], [0.0, 0.0]]], [975.0, 215.0, 1175.0, 431.0], 0.8001781702041626, 0.0
8, [[[0.0, 0.0], [0.0, 0.0], [0.0, 0.0], [0.0, 0.0], [0.0, 0.0], [0.0, 0.0], [1235.3455810546875, 306.7713317871094], [0.0, 0.0], [1231.62646484375, 665.3673095703125], [0.0, 0.0], [0.0, 0.0], [0.0, 0.0], [0.0, 0.0], [0.0, 0.0], [0.0, 0.0], [0.0, 0.0], [0.0, 0.0]]], [1165.0, 6.0, 1280.0, 711.0], 0.760604977607727, 0.0
8, [[[958.4274291992188, 276.8423156738281], [0.0, 0.0], [942.7042846679688, 266.2657470703125], [0.0, 0.0], [896.69287109375, 278.99981689453125], [954.3858032226562, 347.12615966796875], [863.193359375, 356.4796447753906], [0.0, 0.0], [0.0, 0.0], [0.0, 0.0], [0.0, 0.0], [0.0, 0.0], [0.0, 0.0], [0.0, 0.0], [0.0, 0.0], [0.0, 0.0], [0.0, 0.0]]], [851.0, 206.0, 1009.0, 425.0], 0.60699862241745, 0.0
9, [[[707.6205444335938, 129.24136352539062], [753.157470703125, 90.18649291992188], [658.58154296875, 92.77603149414062], [812.4453125, 135.200439453125], [598.3046875, 143.25680541992188], [940.6913452148438, 409.21112060546875], [484.36151123046875, 411.2209777832031], [0.0, 0.0], [0.0, 0.0], [0.0, 0.0], [0.0, 0.0], [0.0, 0.0], [0.0, 0.0], [0.0, 0.0], [0.0, 0.0], [0.0, 0.0], [0.0, 0.0]]], [371.0, 7.0, 1084.0, 711.0], 0.9051573276519775, 0.0
9, [[[1072.263916015625, 278.0430603027344], [1085.073486328125, 266.7327880859375], [1062.7647705078125, 266.9872131347656], [1114.708740234375, 272.6790771484375], [1053.7852783203125, 272.7158508300781], [1156.39990234375, 329.6748352050781], [1030.63232421875, 319.1017761230469], [1176.3055419921875, 379.9559326171875], [974.1965942382812, 348.83831787109375], [1110.219970703125, 331.6452331542969], [1033.8853759765625, 309.8031921386719], [1134.32080078125, 456.6543273925781], [1048.060546875, 448.59771728515625], [0.0, 0.0], [0.0, 0.0], [0.0, 0.0], [0.0, 0.0]]], [970.0, 214.0, 1177.0, 429.0], 0.7884694337844849, 0.0
9, [[[0.0, 0.0], [0.0, 0.0], [0.0, 0.0], [0.0, 0.0], [0.0, 0.0], [0.0, 0.0], [1234.716552734375, 306.5179138183594], [0.0, 0.0], [1231.6663818359375, 665.72265625], [0.0, 0.0], [0.0, 0.0], [0.0, 0.0], [0.0, 0.0], [0.0, 0.0], [0.0, 0.0], [0.0, 0.0], [0.0, 0.0]]], [1164.0, 4.0, 1280.0, 711.0], 0.7667531967163086, 0.0
9, [[[958.2667236328125, 274.50634765625], [955.5894775390625, 263.7335510253906], [944.02734375, 264.3003234863281], [0.0, 0.0], [901.4071655273438, 276.82611083984375], [951.7620849609375, 347.4171447753906], [868.9302368164062, 355.1893310546875], [0.0, 0.0], [0.0, 0.0], [0.0, 0.0], [0.0, 0.0], [0.0, 0.0], [0.0, 0.0], [0.0, 0.0], [0.0, 0.0], [0.0, 0.0], [0.0, 0.0]]], [850.0, 205.0, 1010.0, 426.0], 0.6911591291427612, 0.0
10, [[[706.16162109375, 126.73782348632812], [751.6480102539062, 88.64102172851562], [657.6890869140625, 91.35809326171875], [811.4552001953125, 135.092041015625], [598.7918090820312, 143.2890625], [941.0857543945312, 407.6833190917969], [483.9088134765625, 408.37701416015625], [0.0, 0.0], [0.0, 0.0], [0.0, 0.0], [0.0, 0.0], [0.0, 0.0], [0.0, 0.0], [0.0, 0.0], [0.0, 0.0], [0.0, 0.0], [0.0, 0.0]]], [370.0, 7.0, 1084.0, 711.0], 0.906136155128479, 0.0
10, [[[1071.9720458984375, 278.449462890625], [1085.58935546875, 265.7247314453125], [1061.663330078125, 266.8373107910156], [1117.138916015625, 272.3905944824219], [1052.6182861328125, 274.6580505371094], [1162.8568115234375, 338.4032897949219], [1025.4578857421875, 330.65704345703125], [1177.9796142578125, 400.9102783203125], [971.7442016601562, 373.91473388671875], [1108.751708984375, 329.13653564453125], [1042.8123779296875, 307.2676086425781], [0.0, 0.0], [0.0, 0.0], [0.0, 0.0], [0.0, 0.0], [0.0, 0.0], [0.0, 0.0]]], [976.0, 214.0, 1177.0, 429.0], 0.7712947130203247, 0.0
10, [[[0.0, 0.0], [0.0, 0.0], [0.0, 0.0], [0.0, 0.0], [0.0, 0.0], [0.0, 0.0], [1232.4442138671875, 299.3929138183594], [0.0, 0.0], [1227.21044921875, 664.875244140625], [0.0, 0.0], [0.0, 0.0], [0.0, 0.0], [0.0, 0.0], [0.0, 0.0], [0.0, 0.0], [0.0, 0.0], [0.0, 0.0]]], [1165.0, 0.0, 1280.0, 711.0], 0.7610723972320557, 0.0
10, [[[960.547607421875, 272.2068176269531], [0.0, 0.0], [944.947265625, 261.4535217285156], [0.0, 0.0], [899.4275512695312, 277.5224609375], [948.4556884765625, 352.6600341796875], [870.8729248046875, 361.6553649902344], [0.0, 0.0], [0.0, 0.0], [0.0, 0.0], [0.0, 0.0], [0.0, 0.0], [0.0, 0.0], [0.0, 0.0], [0.0, 0.0], [0.0, 0.0], [0.0, 0.0]]], [853.0, 201.0, 1012.0, 425.0], 0.6242972016334534, 0.0
11, [[[706.3935546875, 127.04730224609375], [750.9213256835938, 88.48052978515625], [656.9721069335938, 92.3067626953125], [810.4021606445312, 133.95184326171875], [597.8539428710938, 145.0181884765625], [942.6780395507812, 408.8221435546875], [483.153076171875, 409.3325500488281], [0.0, 0.0], [0.0, 0.0], [0.0, 0.0], [0.0, 0.0], [0.0, 0.0], [0.0, 0.0], [0.0, 0.0], [0.0, 0.0], [0.0, 0.0], [0.0, 0.0]]], [370.0, 8.0, 1082.0, 711.0], 0.9045416712760925, 0.0
11, [[[1071.1768798828125, 277.7331237792969], [1085.2696533203125, 264.80194091796875], [1060.7625732421875, 265.904541015625], [1115.3980712890625, 271.8804931640625], [0.0, 0.0], [1156.9705810546875, 343.4667663574219], [1028.0572509765625, 339.9490051269531], [1169.0518798828125, 417.1991271972656], [0.0, 0.0], [0.0, 0.0], [0.0, 0.0], [0.0, 0.0], [0.0, 0.0], [0.0, 0.0], [0.0, 0.0], [0.0, 0.0], [0.0, 0.0]]], [991.0, 214.0, 1172.0, 429.0], 0.8129066228866577, 0.0
11, [[[0.0, 0.0], [0.0, 0.0], [0.0, 0.0], [0.0, 0.0], [0.0, 0.0], [0.0, 0.0], [1232.84228515625, 313.37322998046875], [0.0, 0.0], [1227.267578125, 675.6622314453125], [0.0, 0.0], [0.0, 0.0], [0.0, 0.0], [0.0, 0.0], [0.0, 0.0], [0.0, 0.0], [0.0, 0.0], [0.0, 0.0]]], [1168.0, 15.0, 1280.0, 714.0], 0.7676445841789246, 0.0
