Frame, Keypoints, Bounding Boxes, Confidence Scores, Classes
70, [[[724.0769653320312, 200.40789794921875], [779.078125, 153.14010620117188], [667.6889038085938, 152.96923828125], [844.7745361328125, 202.37338256835938], [594.07421875, 204.19805908203125], [951.9359130859375, 479.239990234375], [498.5991516113281, 473.3439025878906], [0.0, 0.0], [0.0, 0.0], [0.0, 0.0], [0.0, 0.0], [0.0, 0.0], [0.0, 0.0], [0.0, 0.0], [0.0, 0.0], [0.0, 0.0], [0.0, 0.0]]], [426.0, 13.0, 1032.0, 713.0], 0.9256666898727417, 0.0
70, [[[965.4990234375, 286.9361572265625], [968.0838623046875, 275.4171142578125], [950.1483154296875, 274.6804504394531], [0.0, 0.0], [906.4880981445312, 278.053466796875], [969.2882080078125, 339.64794921875], [876.572021484375, 342.16998291015625], [0.0, 0.0], [0.0, 0.0], [0.0, 0.0], [0.0, 0.0], [0.0, 0.0], [0.0, 0.0], [0.0, 0.0], [0.0, 0.0], [0.0, 0.0], [0.0, 0.0]]], [871.0, 208.0, 1022.0, 445.0], 0.7051015496253967, 0.0
70, [[[0.0, 0.0], [0.0, 0.0], [0.0, 0.0], [0.0, 0.0], [0.0, 0.0], [0.0, 0.0], [0.0, 0.0], [0.0, 0.0], [0.0, 0.0], [0.0, 0.0], [0.0, 0.0], [0.0, 0.0], [0.0, 0.0], [0.0, 0.0], [0.0, 0.0], [0.0, 0.0], [0.0, 0.0]]], [1124.0, 0.0, 1280.0, 702.0], 0.6530128121376038, 0.0
70, [[[1093.9468994140625, 292.699951171875], [1104.8192138671875, 277.70245361328125], [1084.0123291015625, 281.61474609375], [1135.331787109375, 274.5880432128906], [0.0, 0.0], [1169.77734375, 333.5177001953125], [1072.2152099609375, 332.42437744140625], [0.0, 0.0], [0.0, 0.0], [0.0, 0.0], [0.0, 0.0], [0.0, 0.0], [0.0, 0.0], [0.0, 0.0], [0.0, 0.0], [0.0, 0.0], [0.0, 0.0]]], [990.0, 219.0, 1162.0, 431.0], 0.5682141780853271, 0.0
70, [[[962.3277587890625, 289.09796142578125], [967.5366821289062, 278.5884704589844], [949.10009765625, 275.6244201660156], [0.0, 0.0], [906.9426879882812, 276.7969055175781], [958.5806274414062, 342.44146728515625], [875.7055053710938, 337.2818603515625], [0.0, 0.0], [0.0, 0.0], [0.0, 0.0], [0.0, 0.0], [0.0, 0.0], [0.0, 0.0], [0.0, 0.0], [0.0, 0.0], [0.0, 0.0], [0.0, 0.0]]], [812.0, 207.0, 1019.0, 437.0], 0.2870936393737793, 0.0
71, [[[723.658447265625, 202.81655883789062], [778.0511474609375, 155.68157958984375], [667.8040771484375, 156.13006591796875], [843.684326171875, 204.110107421875], [595.1983642578125, 207.1114501953125], [952.18408203125, 476.209228515625], [498.7852783203125, 473.50634765625], [0.0, 0.0], [0.0, 0.0], [0.0, 0.0], [0.0, 0.0], [0.0, 0.0], [0.0, 0.0], [0.0, 0.0], [0.0, 0.0], [0.0, 0.0], [0.0, 0.0]]], [425.0, 11.0, 1032.0, 713.0], 0.9230539202690125, 0.0
71, [[[966.89794921875, 286.1304626464844], [968.9468383789062, 274.470947265625], [951.2337036132812, 274.3298034667969], [0.0, 0.0], [907.1039428710938, 278.33782958984375], [971.9282836914062, 339.0749816894531], [873.1661376953125, 343.5570068359375], [0.0, 0.0], [0.0, 0.0], [0.0, 0.0], [0.0, 0.0], [0.0, 0.0], [0.0, 0.0], [0.0, 0.0], [0.0, 0.0], [0.0, 0.0], [0.0, 0.0]]], [865.0, 207.0, 1022.0, 443.0], 0.693777859210968, 0.0
71, [[[0.0, 0.0], [0.0, 0.0], [0.0, 0.0], [0.0, 0.0], [0.0, 0.0], [0.0, 0.0], [0.0, 0.0], [0.0, 0.0], [0.0, 0.0], [0.0, 0.0], [0.0, 0.0], [0.0, 0.0], [0.0, 0.0], [0.0, 0.0], [0.0, 0.0], [0.0, 0.0], [0.0, 0.0]]], [1123.0, 0.0, 1280.0, 701.0], 0.6747135519981384, 0.0
71, [[[1094.9986572265625, 292.98345947265625], [1106.4857177734375, 278.2677001953125], [1084.4613037109375, 281.5694580078125], [1136.3319091796875, 276.8050537109375], [1077.514892578125, 283.7923889160156], [1171.6683349609375, 336.77093505859375], [1063.636962890625, 333.01483154296875], [0.0, 0.0], [0.0, 0.0], [0.0, 0.0], [0.0, 0.0], [0.0, 0.0], [0.0, 0.0], [0.0, 0.0], [0.0, 0.0], [0.0, 0.0], [0.0, 0.0]]], [991.0, 220.0, 1162.0, 431.0], 0.5175968408584595, 0.0
71, [[[1093.4737548828125, 292.93914794921875], [1106.082275390625, 280.3987121582031], [1084.22509765625, 281.67816162109375], [1135.3167724609375, 279.03271484375], [0.0, 0.0], [1166.9378662109375, 329.0939025878906], [1063.0174560546875, 327.9837646484375], [0.0, 0.0], [0.0, 0.0], [0.0, 0.0], [0.0, 0.0], [0.0, 0.0], [0.0, 0.0], [0.0, 0.0], [0.0, 0.0], [0.0, 0.0], [0.0, 0.0]]], [994.0, 221.0, 1160.0, 358.0], 0.2950281798839569, 0.0
72, [[[720.5389404296875, 206.72073364257812], [776.363037109375, 160.36407470703125], [665.2572021484375, 160.65182495117188], [845.0787963867188, 210.82550048828125], [594.3600463867188, 213.16793823242188], [952.413330078125, 479.337646484375], [499.2827453613281, 476.50347900390625], [0.0, 0.0], [0.0, 0.0], [0.0, 0.0], [0.0, 0.0], [0.0, 0.0], [0.0, 0.0], [0.0, 0.0], [0.0, 0.0], [0.0, 0.0], [0.0, 0.0]]], [424.0, 10.0, 1033.0, 712.0], 0.9221593737602234, 0.0
72, [[[0.0, 0.0], [0.0, 0.0], [0.0, 0.0], [0.0, 0.0], [0.0, 0.0], [0.0, 0.0], [0.0, 0.0], [0.0, 0.0], [0.0, 0.0], [0.0, 0.0], [0.0, 0.0], [0.0, 0.0], [0.0, 0.0], [0.0, 0.0], [0.0, 0.0], [0.0, 0.0], [0.0, 0.0]]], [1123.0, 0.0, 1280.0, 702.0], 0.6531640291213989, 0.0
72, [[[967.52685546875, 286.64715576171875], [968.7393798828125, 275.0841979980469], [952.7474975585938, 274.2391357421875], [0.0, 0.0], [907.30810546875, 277.3115234375], [969.019287109375, 339.634765625], [873.004150390625, 340.28314208984375], [0.0, 0.0], [0.0, 0.0], [0.0, 0.0], [0.0, 0.0], [0.0, 0.0], [0.0, 0.0], [0.0, 0.0], [0.0, 0.0], [0.0, 0.0], [0.0, 0.0]]], [847.0, 205.0, 1024.0, 436.0], 0.5386978983879089, 0.0
72, [[[968.105712890625, 286.7685546875], [969.81298828125, 275.22259521484375], [952.8702392578125, 274.8810729980469], [0.0, 0.0], [909.5230712890625, 279.51898193359375], [972.3239135742188, 337.49249267578125], [871.7299194335938, 345.5538635253906], [1033.862060546875, 367.24468994140625], [0.0, 0.0], [0.0, 0.0], [0.0, 0.0], [0.0, 0.0], [0.0, 0.0], [0.0, 0.0], [0.0, 0.0], [0.0, 0.0], [0.0, 0.0]]], [870.0, 207.0, 1075.0, 440.0], 0.47056668996810913, 0.0
72, [[[1098.4324951171875, 292.5340576171875], [1110.431640625, 277.71685791015625], [1087.6435546875, 280.61297607421875], [1137.673583984375, 275.6724548339844], [1077.1104736328125, 282.0550231933594], [1170.9976806640625, 340.54852294921875], [1055.447265625, 338.44049072265625], [0.0, 0.0], [1012.8722534179688, 391.54010009765625], [0.0, 0.0], [0.0, 0.0], [0.0, 0.0], [0.0, 0.0], [0.0, 0.0], [0.0, 0.0], [0.0, 0.0], [0.0, 0.0]]], [1019.0, 218.0, 1160.0, 433.0], 0.38140901923179626, 0.0
72, [[[1099.7930908203125, 292.85174560546875], [1111.7222900390625, 280.1701965332031], [1088.6298828125, 281.9434814453125], [1136.9302978515625, 279.61572265625], [1077.0311279296875, 283.3180236816406], [1166.339599609375, 328.5738220214844], [1061.0543212890625, 331.2113952636719], [0.0, 0.0], [0.0, 0.0], [0.0, 0.0], [0.0, 0.0], [0.0, 0.0], [0.0, 0.0], [0.0, 0.0], [0.0, 0.0], [0.0, 0.0], [0.0, 0.0]]], [1010.0, 220.0, 1157.0, 354.0], 0.33784475922584534, 0.0
73, [[[721.33642578125, 214.47332763671875], [777.2232666015625, 165.2293701171875], [664.1016845703125, 167.31427001953125], [847.6322021484375, 212.34896850585938], [592.0548706054688, 218.8321533203125], [954.0213623046875, 485.30322265625], [499.0928039550781, 481.7155456542969], [0.0, 0.0], [0.0, 0.0], [0.0, 0.0], [0.0, 0.0], [0.0, 0.0], [0.0, 0.0], [0.0, 0.0], [0.0, 0.0], [0.0, 0.0], [0.0, 0.0]]], [424.0, 11.0, 1031.0, 712.0], 0.9281803369522095, 0.0
73, [[[0.0, 0.0], [0.0, 0.0], [0.0, 0.0], [0.0, 0.0], [0.0, 0.0], [0.0, 0.0], [0.0, 0.0], [0.0, 0.0], [0.0, 0.0], [0.0, 0.0], [0.0, 0.0], [0.0, 0.0], [0.0, 0.0], [0.0, 0.0], [0.0, 0.0], [0.0, 0.0], [0.0, 0.0]]], [1121.0, 0.0, 1280.0, 704.0], 0.643258810043335, 0.0
73, [[[968.262451171875, 284.6512451171875], [969.3456420898438, 273.88604736328125], [954.904052734375, 272.759521484375], [0.0, 0.0], [911.4103393554688, 274.72283935546875], [963.0642700195312, 331.6689453125], [879.0916137695312, 335.09735107421875], [1017.700927734375, 377.0678405761719], [0.0, 0.0], [0.0, 0.0], [0.0, 0.0], [0.0, 0.0], [0.0, 0.0], [0.0, 0.0], [0.0, 0.0], [0.0, 0.0], [0.0, 0.0]]], [871.0, 206.0, 1022.0, 440.0], 0.6174074411392212, 0.0
73, [[[1095.75390625, 295.09539794921875], [1107.49609375, 280.918701171875], [1085.5472412109375, 283.40478515625], [1136.1363525390625, 279.931396484375], [1077.944091796875, 285.6114196777344], [1171.1376953125, 340.05609130859375], [1065.0308837890625, 335.51739501953125], [0.0, 0.0], [1013.8781127929688, 377.5171203613281], [0.0, 0.0], [0.0, 0.0], [0.0, 0.0], [0.0, 0.0], [0.0, 0.0], [0.0, 0.0], [0.0, 0.0], [0.0, 0.0]]], [992.0, 222.0, 1158.0, 430.0], 0.3288114070892334, 0.0
73, [[[1095.2772216796875, 291.7762145996094], [1107.5537109375, 281.0886535644531], [1085.8218994140625, 281.89862060546875], [1132.72705078125, 282.60986328125], [1077.3558349609375, 284.56378173828125], [1157.1357421875, 325.6168518066406], [1062.0755615234375, 325.76263427734375], [0.0, 0.0], [1033.45654296875, 356.0105285644531], [0.0, 0.0], [0.0, 0.0], [0.0, 0.0], [0.0, 0.0], [0.0, 0.0], [0.0, 0.0], [0.0, 0.0], [0.0, 0.0]]], [998.0, 223.0, 1157.0, 363.0], 0.29577508568763733, 0.0
74, [[[721.3636474609375, 219.13897705078125], [778.9153442382812, 170.50048828125], [663.9528198242188, 170.77780151367188], [849.98095703125, 219.35205078125], [590.775390625, 221.54562377929688], [954.4625854492188, 487.99078369140625], [497.5454406738281, 482.0810852050781], [0.0, 0.0], [0.0, 0.0], [0.0, 0.0], [0.0, 0.0], [0.0, 0.0], [0.0, 0.0], [0.0, 0.0], [0.0, 0.0], [0.0, 0.0], [0.0, 0.0]]], [423.0, 14.0, 1031.0, 712.0], 0.928759753704071, 0.0
74, [[[969.1575927734375, 286.2403869628906], [0.0, 0.0], [954.4869995117188, 274.42083740234375], [0.0, 0.0], [910.0789794921875, 278.18841552734375], [964.6954956054688, 337.472412109375], [880.138916015625, 336.3286437988281], [0.0, 0.0], [895.4159545898438, 404.65814208984375], [0.0, 0.0], [0.0, 0.0], [0.0, 0.0], [0.0, 0.0], [0.0, 0.0], [0.0, 0.0], [0.0, 0.0], [0.0, 0.0]]], [871.0, 207.0, 1021.0, 440.0], 0.7547202110290527, 0.0
74, [[[0.0, 0.0], [0.0, 0.0], [0.0, 0.0], [0.0, 0.0], [0.0, 0.0], [0.0, 0.0], [0.0, 0.0], [0.0, 0.0], [0.0, 0.0], [0.0, 0.0], [0.0, 0.0], [0.0, 0.0], [0.0, 0.0], [0.0, 0.0], [0.0, 0.0], [0.0, 0.0], [0.0, 0.0]]], [1120.0, 0.0, 1280.0, 704.0], 0.6832805871963501, 0.0
74, [[[1095.6834716796875, 298.5034484863281], [1107.27197265625, 282.97882080078125], [1085.01611328125, 286.75689697265625], [1136.6783447265625, 280.04595947265625], [0.0, 0.0], [1169.1478271484375, 346.5734558105469], [1065.139892578125, 343.3786315917969], [0.0, 0.0], [0.0, 0.0], [0.0, 0.0], [0.0, 0.0], [0.0, 0.0], [0.0, 0.0], [0.0, 0.0], [0.0, 0.0], [0.0, 0.0], [0.0, 0.0]]], [986.0, 223.0, 1159.0, 431.0], 0.4017510712146759, 0.0
74, [[[1093.9375, 294.4060974121094], [1106.8814697265625, 282.9305725097656], [1084.4854736328125, 283.7358703613281], [1133.6494140625, 284.31793212890625], [1076.7852783203125, 285.780517578125], [1160.3594970703125, 332.52288818359375], [1057.111328125, 330.647216796875], [0.0, 0.0], [0.0, 0.0], [0.0, 0.0], [0.0, 0.0], [0.0, 0.0], [0.0, 0.0], [0.0, 0.0], [0.0, 0.0], [0.0, 0.0], [0.0, 0.0]]], [989.0, 224.0, 1157.0, 373.0], 0.3102927803993225, 0.0
74, [[[1090.9908447265625, 296.6988525390625], [1104.25, 283.9169006347656], [1083.204833984375, 285.1948547363281], [1136.17626953125, 283.4241943359375], [0.0, 0.0], [0.0, 0.0], [0.0, 0.0], [0.0, 0.0], [0.0, 0.0], [0.0, 0.0], [0.0, 0.0], [0.0, 0.0], [0.0, 0.0], [0.0, 0.0], [0.0, 0.0], [0.0, 0.0], [0.0, 0.0]]], [1066.0, 225.0, 1156.0, 343.0], 0.2675597071647644, 0.0
75, [[[719.3970947265625, 225.4248046875], [778.8638916015625, 173.98153686523438], [662.39453125, 173.44921875], [853.7191772460938, 219.5435791015625], [590.1162719726562, 219.81582641601562], [958.1712646484375, 494.9970703125], [495.2187194824219, 484.3251953125], [0.0, 0.0], [0.0, 0.0], [0.0, 0.0], [0.0, 0.0], [0.0, 0.0], [0.0, 0.0], [0.0, 0.0], [0.0, 0.0], [0.0, 0.0], [0.0, 0.0]]], [423.0, 14.0, 1032.0, 711.0], 0.9263173937797546, 0.0
75, [[[969.4097900390625, 287.531494140625], [0.0, 0.0], [957.1432495117188, 275.310546875], [0.0, 0.0], [911.779296875, 277.6344299316406], [949.6670532226562, 334.9542541503906], [881.385986328125, 336.8460388183594], [0.0, 0.0], [0.0, 0.0], [0.0, 0.0], [0.0, 0.0], [0.0, 0.0], [0.0, 0.0], [0.0, 0.0], [0.0, 0.0], [0.0, 0.0], [0.0, 0.0]]], [870.0, 207.0, 1011.0, 433.0], 0.6568012833595276, 0.0
75, [[[1097.1807861328125, 298.3222961425781], [1108.366455078125, 282.5828857421875], [1085.7913818359375, 287.36663818359375], [1136.64306640625, 279.9982604980469], [1080.1026611328125, 290.5082092285156], [1163.045166015625, 344.0223388671875], [1070.5020751953125, 344.482177734375], [0.0, 0.0], [0.0, 0.0], [0.0, 0.0], [0.0, 0.0], [0.0, 0.0], [0.0, 0.0], [0.0, 0.0], [0.0, 0.0], [0.0, 0.0], [0.0, 0.0]]], [978.0, 223.0, 1159.0, 431.0], 0.48129498958587646, 0.0
75, [[[0.0, 0.0], [0.0, 0.0], [0.0, 0.0], [0.0, 0.0], [0.0, 0.0], [0.0, 0.0], [0.0, 0.0], [0.0, 0.0], [0.0, 0.0], [0.0, 0.0], [0.0, 0.0], [0.0, 0.0], [0.0, 0.0], [0.0, 0.0], [0.0, 0.0], [0.0, 0.0], [0.0, 0.0]]], [1113.0, 43.0, 1280.0, 699.0], 0.4509895145893097, 0.0
75, [[[967.3582763671875, 287.1524963378906], [0.0, 0.0], [955.2039794921875, 275.1406555175781], [0.0, 0.0], [911.527099609375, 277.2331237792969], [944.6716918945312, 335.4094543457031], [876.8988647460938, 332.4685974121094], [0.0, 0.0], [905.2321166992188, 394.6312255859375], [0.0, 0.0], [0.0, 0.0], [0.0, 0.0], [0.0, 0.0], [0.0, 0.0], [0.0, 0.0], [0.0, 0.0], [0.0, 0.0]]], [809.0, 205.0, 1006.0, 432.0], 0.2590503990650177, 0.0
76, [[[719.1131591796875, 227.05328369140625], [780.1953125, 176.94134521484375], [662.687744140625, 174.67547607421875], [855.3228759765625, 225.81649780273438], [589.744140625, 221.73583984375], [955.3348388671875, 495.49505615234375], [494.49444580078125, 482.9039611816406], [0.0, 0.0], [0.0, 0.0], [0.0, 0.0], [0.0, 0.0], [0.0, 0.0], [0.0, 0.0], [0.0, 0.0], [0.0, 0.0], [0.0, 0.0], [0.0, 0.0]]], [421.0, 13.0, 1032.0, 712.0], 0.9243026971817017, 0.0
76, [[[970.5820922851562, 287.3478698730469], [0.0, 0.0], [957.1660766601562, 274.0322265625], [0.0, 0.0], [909.6244506835938, 277.8239440917969], [949.8593139648438, 340.87554931640625], [875.8301391601562, 345.572998046875], [0.0, 0.0], [910.42919921875, 407.71038818359375], [0.0, 0.0], [0.0, 0.0], [0.0, 0.0], [0.0, 0.0], [0.0, 0.0], [0.0, 0.0], [0.0, 0.0], [0.0, 0.0]]], [871.0, 206.0, 1019.0, 436.0], 0.6671895980834961, 0.0
76, [[[0.0, 0.0], [0.0, 0.0], [0.0, 0.0], [0.0, 0.0], [0.0, 0.0], [0.0, 0.0], [0.0, 0.0], [0.0, 0.0], [0.0, 0.0], [0.0, 0.0], [0.0, 0.0], [0.0, 0.0], [0.0, 0.0], [0.0, 0.0], [0.0, 0.0], [0.0, 0.0], [0.0, 0.0]]], [1119.0, 0.0, 1280.0, 703.0], 0.637484073638916, 0.0
76, [[[1096.6839599609375, 298.8348083496094], [1108.032470703125, 282.8908996582031], [1085.3526611328125, 287.44586181640625], [1137.4659423828125, 279.7682189941406], [1078.835205078125, 289.830810546875], [1171.0347900390625, 346.0342102050781], [1065.3797607421875, 345.23272705078125], [0.0, 0.0], [0.0, 0.0], [0.0, 0.0], [0.0, 0.0], [0.0, 0.0], [0.0, 0.0], [0.0, 0.0], [0.0, 0.0], [0.0, 0.0], [0.0, 0.0]]], [983.0, 222.0, 1157.0, 430.0], 0.37408247590065, 0.0
76, [[[1094.583984375, 299.11181640625], [1105.031494140625, 283.6052551269531], [1086.4346923828125, 288.0989990234375], [1137.03955078125, 279.4156188964844], [0.0, 0.0], [1173.447021484375, 349.01568603515625], [1067.6904296875, 351.0613708496094], [0.0, 0.0], [0.0, 0.0], [0.0, 0.0], [0.0, 0.0], [0.0, 0.0], [0.0, 0.0], [0.0, 0.0], [0.0, 0.0], [0.0, 0.0], [0.0, 0.0]]], [1034.0, 222.0, 1159.0, 432.0], 0.3723723590373993, 0.0
76, [[[1092.147705078125, 296.7426452636719], [1105.358154296875, 283.8351745605469], [1084.0753173828125, 285.16546630859375], [1136.58447265625, 284.00885009765625], [0.0, 0.0], [0.0, 0.0], [0.0, 0.0], [0.0, 0.0], [0.0, 0.0], [0.0, 0.0], [0.0, 0.0], [0.0, 0.0], [0.0, 0.0], [0.0, 0.0], [0.0, 0.0], [0.0, 0.0], [0.0, 0.0]]], [1066.0, 225.0, 1155.0, 342.0], 0.32664093375205994, 0.0
76, [[[969.3761596679688, 289.087646484375], [0.0, 0.0], [956.455810546875, 275.4454345703125], [0.0, 0.0], [908.403564453125, 277.6201477050781], [941.0216674804688, 341.8214111328125], [871.1826782226562, 338.3326110839844], [0.0, 0.0], [0.0, 0.0], [0.0, 0.0], [0.0, 0.0], [0.0, 0.0], [0.0, 0.0], [0.0, 0.0], [0.0, 0.0], [0.0, 0.0], [0.0, 0.0]]], [807.0, 203.0, 1010.0, 433.0], 0.28408658504486084, 0.0
77, [[[719.0327758789062, 227.13241577148438], [780.2232055664062, 176.74996948242188], [661.851318359375, 174.824951171875], [855.0069580078125, 225.37173461914062], [587.8788452148438, 222.00442504882812], [953.2838134765625, 492.47320556640625], [492.8981628417969, 482.6602478027344], [0.0, 0.0], [0.0, 0.0], [0.0, 0.0], [0.0, 0.0], [0.0, 0.0], [0.0, 0.0], [0.0, 0.0], [0.0, 0.0], [0.0, 0.0], [0.0, 0.0]]], [419.0, 13.0, 1032.0, 712.0], 0.925432026386261, 0.0
77, [[[971.2801513671875, 289.1979675292969], [0.0, 0.0], [956.796142578125, 276.4678955078125], [0.0, 0.0], [910.1062622070312, 280.3870544433594], [958.6138916015625, 344.4897766113281], [874.4892578125, 346.22772216796875], [0.0, 0.0], [906.6820068359375, 412.6036682128906], [0.0, 0.0], [0.0, 0.0], [0.0, 0.0], [0.0, 0.0], [0.0, 0.0], [0.0, 0.0], [0.0, 0.0], [0.0, 0.0]]], [865.0, 206.0, 1023.0, 438.0], 0.7305004000663757, 0.0
77, [[[0.0, 0.0], [0.0, 0.0], [0.0, 0.0], [0.0, 0.0], [0.0, 0.0], [0.0, 0.0], [0.0, 0.0], [0.0, 0.0], [0.0, 0.0], [0.0, 0.0], [0.0, 0.0], [0.0, 0.0], [0.0, 0.0], [0.0, 0.0], [0.0, 0.0], [0.0, 0.0], [0.0, 0.0]]], [1121.0, 0.0, 1280.0, 705.0], 0.6788734793663025, 0.0
77, [[[1105.6380615234375, 299.3079833984375], [1117.2069091796875, 283.6734313964844], [1092.9100341796875, 287.84075927734375], [0.0, 0.0], [1079.4005126953125, 290.997314453125], [1173.9967041015625, 349.2234802246094], [1055.83984375, 354.4044189453125], [0.0, 0.0], [1018.5188598632812, 426.3053283691406], [0.0, 0.0], [0.0, 0.0], [0.0, 0.0], [0.0, 0.0], [0.0, 0.0], [0.0, 0.0], [0.0, 0.0], [0.0, 0.0]]], [1038.0, 223.0, 1159.0, 432.0], 0.39383766055107117, 0.0
77, [[[1107.888916015625, 299.2580871582031], [1119.9149169921875, 283.1597900390625], [1092.4876708984375, 286.8840026855469], [0.0, 0.0], [1074.105224609375, 289.827392578125], [1173.9644775390625, 348.16021728515625], [1049.3109130859375, 346.2348937988281], [0.0, 0.0], [0.0, 0.0], [0.0, 0.0], [0.0, 0.0], [0.0, 0.0], [0.0, 0.0], [0.0, 0.0], [0.0, 0.0], [0.0, 0.0], [0.0, 0.0]]], [984.0, 223.0, 1158.0, 433.0], 0.3718827962875366, 0.0
77, [[[1104.1536865234375, 296.39501953125], [1117.0941162109375, 285.0390319824219], [1093.4725341796875, 285.13751220703125], [1139.9439697265625, 286.8188171386719], [1079.3795166015625, 286.08380126953125], [1161.599609375, 331.4451599121094], [1049.844970703125, 329.3788146972656], [0.0, 0.0], [0.0, 0.0], [0.0, 0.0], [0.0, 0.0], [0.0, 0.0], [0.0, 0.0], [0.0, 0.0], [0.0, 0.0], [0.0, 0.0], [0.0, 0.0]]], [991.0, 225.0, 1157.0, 355.0], 0.35573050379753113, 0.0
77, [[[1103.782958984375, 295.95654296875], [1115.8953857421875, 283.0245361328125], [1092.9111328125, 283.8542175292969], [1139.6961669921875, 284.39373779296875], [1078.311279296875, 286.990234375], [0.0, 0.0], [0.0, 0.0], [0.0, 0.0], [0.0, 0.0], [0.0, 0.0], [0.0, 0.0], [0.0, 0.0], [0.0, 0.0], [0.0, 0.0], [0.0, 0.0], [0.0, 0.0], [0.0, 0.0]]], [1065.0, 225.0, 1155.0, 343.0], 0.26055875420570374, 0.0
77, [[[969.28857421875, 289.0566101074219], [0.0, 0.0], [955.4388427734375, 276.0923767089844], [0.0, 0.0], [908.5623779296875, 279.4244384765625], [951.020263671875, 340.9797668457031], [874.0657348632812, 339.0202941894531], [0.0, 0.0], [0.0, 0.0], [0.0, 0.0], [0.0, 0.0], [0.0, 0.0], [0.0, 0.0], [0.0, 0.0], [0.0, 0.0], [0.0, 0.0], [0.0, 0.0]]], [808.0, 202.0, 1016.0, 429.0], 0.2604358196258545, 0.0
78, [[[718.484130859375, 230.22010803222656], [780.5147705078125, 179.75392150878906], [660.5798950195312, 176.7679901123047], [855.1553344726562, 228.50286865234375], [586.6358642578125, 222.2066650390625], [955.2103881835938, 494.99249267578125], [497.7340393066406, 489.8382568359375], [0.0, 0.0], [0.0, 0.0], [0.0, 0.0], [0.0, 0.0], [0.0, 0.0], [0.0, 0.0], [0.0, 0.0], [0.0, 0.0], [0.0, 0.0], [0.0, 0.0]]], [417.0, 12.0, 1033.0, 710.0], 0.9233871102333069, 0.0
78, [[[971.2354736328125, 288.646240234375], [0.0, 0.0], [955.55029296875, 277.4091796875], [0.0, 0.0], [910.6090087890625, 280.7485046386719], [978.3453979492188, 332.39678955078125], [874.5232543945312, 337.75946044921875], [0.0, 0.0], [892.5160522460938, 396.5465087890625], [0.0, 0.0], [0.0, 0.0], [0.0, 0.0], [0.0, 0.0], [0.0, 0.0], [0.0, 0.0], [0.0, 0.0], [0.0, 0.0]]], [869.0, 206.0, 1023.0, 431.0], 0.722644031047821, 0.0
78, [[[0.0, 0.0], [0.0, 0.0], [0.0, 0.0], [0.0, 0.0], [0.0, 0.0], [0.0, 0.0], [0.0, 0.0], [0.0, 0.0], [0.0, 0.0], [0.0, 0.0], [0.0, 0.0], [0.0, 0.0], [0.0, 0.0], [0.0, 0.0], [0.0, 0.0], [0.0, 0.0], [0.0, 0.0]]], [1121.0, 0.0, 1280.0, 704.0], 0.6786776185035706, 0.0
78, [[[1107.642822265625, 301.2210693359375], [1119.6204833984375, 284.14044189453125], [1091.6041259765625, 288.4306640625], [1142.984130859375, 280.8962097167969], [1073.8740234375, 290.7158508300781], [1175.94775390625, 346.49212646484375], [1057.050537109375, 348.1109924316406], [0.0, 0.0], [0.0, 0.0], [0.0, 0.0], [0.0, 0.0], [0.0, 0.0], [0.0, 0.0], [0.0, 0.0], [0.0, 0.0], [0.0, 0.0], [0.0, 0.0]]], [1002.0, 224.0, 1157.0, 431.0], 0.4340711832046509, 0.0
78, [[[1103.4761962890625, 298.7350769042969], [1114.85595703125, 285.68121337890625], [1091.680419921875, 287.38140869140625], [1138.1297607421875, 283.29376220703125], [1077.7239990234375, 286.2349548339844], [1162.60009765625, 331.6296081542969], [1061.9337158203125, 331.2002258300781], [0.0, 0.0], [0.0, 0.0], [0.0, 0.0], [0.0, 0.0], [0.0, 0.0], [0.0, 0.0], [0.0, 0.0], [0.0, 0.0], [0.0, 0.0], [0.0, 0.0]]], [1001.0, 224.0, 1155.0, 355.0], 0.3515487611293793, 0.0
79, [[[718.4037475585938, 233.4295654296875], [780.5040283203125, 181.94229125976562], [660.426513671875, 178.81161499023438], [855.0692138671875, 229.0507354736328], [586.1923828125, 222.45037841796875], [954.8574829101562, 495.442626953125], [499.1588134765625, 491.45367431640625], [0.0, 0.0], [0.0, 0.0], [0.0, 0.0], [0.0, 0.0], [0.0, 0.0], [0.0, 0.0], [0.0, 0.0], [0.0, 0.0], [0.0, 0.0], [0.0, 0.0]]], [416.0, 11.0, 1032.0, 711.0], 0.9226282238960266, 0.0
79, [[[973.96435546875, 288.3319091796875], [0.0, 0.0], [957.7318725585938, 276.3309326171875], [0.0, 0.0], [911.293701171875, 279.825927734375], [986.377685546875, 336.1786193847656], [871.5023803710938, 342.10888671875], [0.0, 0.0], [888.6646118164062, 406.6075439453125], [0.0, 0.0], [0.0, 0.0], [0.0, 0.0], [0.0, 0.0], [0.0, 0.0], [0.0, 0.0], [0.0, 0.0], [0.0, 0.0]]], [866.0, 208.0, 1028.0, 434.0], 0.7706469893455505, 0.0
79, [[[0.0, 0.0], [0.0, 0.0], [0.0, 0.0], [0.0, 0.0], [0.0, 0.0], [0.0, 0.0], [1222.3031005859375, 330.0635681152344], [0.0, 0.0], [0.0, 0.0], [0.0, 0.0], [0.0, 0.0], [0.0, 0.0], [0.0, 0.0], [0.0, 0.0], [0.0, 0.0], [0.0, 0.0], [0.0, 0.0]]], [1120.0, 0.0, 1280.0, 704.0], 0.6975616216659546, 0.0
